Area Name,Year,Month,Labor Force,Employment,Unemployment,Unemployment Rate,County,Region
"Oakland-Fremont-Berkeley, CA Met Div",2023,March,"1,445,871","1,394,510","51,361",3.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,April,"1,446,912","1,394,796","52,116",3.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,May,"1,447,449","1,394,506","52,943",3.7%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,June,"1,447,934","1,393,930","54,004",3.7%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,July,"1,448,798","1,393,365","55,433",3.8%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,August,"1,450,034","1,392,820","57,214",3.9%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,September,"1,451,289","1,392,206","59,083",4.1%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,October,"1,452,058","1,391,315","60,743",4.2%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,November,"1,452,055","1,390,045","62,010",4.3%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2023,December,"1,451,329","1,388,627","62,702",4.3%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,January,"1,450,250","1,387,497","62,753",4.3%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,February,"1,449,367","1,386,836","62,531",4.3%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,March,"1,448,900","1,386,415","62,485",4.3%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,April,"1,448,819","1,386,053","62,766",4.3%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,May,"1,449,083","1,385,713","63,370",4.4%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,June,"1,449,454","1,385,178","64,276",4.4%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,July,"1,449,491","1,384,104","65,387",4.5%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,August,"1,449,183","1,382,753","66,430",4.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,September,"1,448,640","1,381,513","67,127",4.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,October,"1,447,996","1,380,607","67,389",4.7%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,November,"1,447,706","1,380,470","67,236",4.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2024,December,"1,447,705","1,380,627","67,078",4.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2025,January,"1,448,741","1,382,054","66,687",4.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2025,February,"1,448,854","1,382,757","66,097",4.6%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2025,March,"1,450,971","1,385,432","65,539",4.5%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2025,April,"1,454,000","1,388,453","65,547",4.5%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2025,May,"1,456,541","1,390,734","65,807",4.5%,Unknown,Unknown
"Oakland-Fremont-Berkeley, CA Met Div",2025,June,"1,457,213","1,390,500","66,713",4.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,January,"967,896","930,815","37,081",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,February,"968,744","932,316","36,428",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,March,"969,939","934,024","35,915",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,April,"971,628","936,170","35,458",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,May,"973,596","938,589","35,007",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,June,"975,478","940,937","34,541",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,July,"977,225","943,089","34,136",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,August,"978,825","944,993","33,832",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,September,"980,297","946,736","33,561",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,October,"981,863","948,562","33,301",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,November,"983,628","950,550","33,078",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2015,December,"985,365","952,528","32,837",3.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,January,"919,923","887,376","32,547",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,February,"921,022","888,754","32,268",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,March,"921,925","889,922","32,003",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,April,"922,813","890,991","31,822",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,May,"923,870","892,079","31,791",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,June,"925,091","893,205","31,886",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,July,"926,221","894,197","32,024",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,August,"927,148","894,963","32,185",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,September,"928,042","895,668","32,374",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,October,"928,950","896,525","32,425",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,November,"929,948","897,772","32,176",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2016,December,"931,089","899,457","31,632",3.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,January,"932,191","901,258","30,933",3.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,February,"933,090","902,874","30,216",3.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,March,"933,669","904,003","29,666",3.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,April,"934,034","904,654","29,380",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,May,"934,300","905,024","29,276",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,June,"934,608","905,380","29,228",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,July,"935,099","905,970","29,129",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,August,"935,597","906,760","28,837",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,September,"935,810","907,506","28,304",3.0%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,October,"935,809","908,227","27,582",2.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,November,"935,828","909,060","26,768",2.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2017,December,"936,176","910,237","25,939",2.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,January,"937,127","911,915","25,212",2.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,February,"938,764","914,139","24,625",2.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,March,"940,858","916,765","24,093",2.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,April,"942,972","919,383","23,589",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,May,"944,788","921,591","23,197",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,June,"946,358","923,399","22,959",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,July,"947,822","924,943","22,879",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,August,"949,418","926,406","23,012",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,September,"951,343","927,999","23,344",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,October,"953,634","929,848","23,786",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,November,"956,180","931,987","24,193",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2018,December,"958,609","934,222","24,387",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,January,"960,418","936,162","24,256",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,February,"961,432","937,611","23,821",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,March,"961,951","938,712","23,239",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,April,"962,452","939,847","22,605",2.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,May,"963,287","941,271","22,016",2.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,June,"964,563","942,969","21,594",2.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,July,"966,228","944,816","21,412",2.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,August,"968,097","946,667","21,430",2.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,September,"969,981","948,316","21,665",2.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,October,"971,747","949,677","22,070",2.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,November,"973,399","950,942","22,457",2.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2019,December,"974,926","952,352","22,574",2.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,January,"976,318","954,216","22,102",2.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,February,"977,029","956,332","20,697",2.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,March,"960,150","926,404","33,746",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,April,"932,961","807,282","125,679",13.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,May,"916,710","794,741","121,969",13.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,June,"933,298","825,231","108,067",11.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,July,"926,509","827,356","99,153",10.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,August,"911,270","829,214","82,056",9.0%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,September,"913,356","830,607","82,749",9.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,October,"900,349","831,481","68,868",7.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,November,"896,867","831,936","64,931",7.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2020,December,"893,737","832,257","61,480",6.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,January,"891,561","832,866","58,695",6.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,February,"890,903","834,340","56,563",6.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,March,"892,037","837,072","54,965",6.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,April,"894,738","841,112","53,626",6.0%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,May,"898,741","846,532","52,209",5.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,June,"903,465","853,104","50,361",5.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,July,"908,433","860,594","47,839",5.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,August,"913,379","868,657","44,722",4.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,September,"918,320","876,873","41,447",4.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,October,"923,132","884,774","38,358",4.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,November,"927,532","891,945","35,587",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2021,December,"931,288","898,188","33,100",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,January,"934,569","903,665","30,904",3.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,February,"937,361","908,567","28,794",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,March,"939,711","912,903","26,808",2.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,April,"941,673","916,633","25,040",2.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,May,"943,204","919,539","23,665",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,June,"944,262","921,413","22,849",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,July,"944,813","922,158","22,655",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,August,"944,915","922,005","22,910",2.4%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,September,"944,858","921,436","23,422",2.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,October,"945,060","920,942","24,118",2.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,November,"945,765","920,902","24,863",2.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2022,December,"946,831","921,250","25,581",2.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,January,"947,653","921,373","26,280",2.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,February,"947,705","920,779","26,926",2.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,March,"946,812","919,273","27,539",2.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,April,"945,035","916,845","28,190",3.0%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,May,"942,638","913,645","28,993",3.1%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,June,"940,111","910,133","29,978",3.2%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,July,"937,896","906,764","31,132",3.3%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,August,"936,216","903,848","32,368",3.5%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,September,"935,012","901,525","33,487",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,October,"934,100","899,812","34,288",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,November,"933,203","898,501","34,702",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2023,December,"932,117","897,417","34,700",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,January,"930,829","896,518","34,311",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,February,"929,531","895,728","33,803",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,March,"928,341","894,862","33,479",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,April,"927,391","893,919","33,472",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,May,"926,924","893,133","33,791",3.6%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,June,"926,926","892,539","34,387",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,July,"927,121","891,978","35,143",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,August,"927,395","891,554","35,841",3.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,September,"927,577","891,283","36,294",3.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,October,"927,511","891,052","36,459",3.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,November,"927,312","890,956","36,356",3.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2024,December,"927,239","890,989","36,250",3.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2025,January,"927,826","891,839","35,987",3.9%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2025,February,"928,128","892,566","35,562",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2025,March,"929,276","894,182","35,094",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2025,April,"931,122","896,173","34,949",3.8%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2025,May,"932,470","897,503","34,967",3.7%,Unknown,Unknown
"San Francisco-San Mateo-Redwood City, CA Met Div",2025,June,"932,666","897,358","35,308",3.8%,Unknown,Unknown
"San Rafael, CA Met Div",2015,January,"138,666","133,343","5,323",3.8%,Unknown,Unknown
"San Rafael, CA Met Div",2015,February,"138,698","133,464","5,234",3.8%,Unknown,Unknown
"San Rafael, CA Met Div",2015,March,"138,785","133,625","5,160",3.7%,Unknown,Unknown
"San Rafael, CA Met Div",2015,April,"138,897","133,806","5,091",3.7%,Unknown,Unknown
"San Rafael, CA Met Div",2015,May,"138,981","133,960","5,021",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2015,June,"138,983","134,040","4,943",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2015,July,"138,909","134,041","4,868",3.5%,Unknown,Unknown
"San Rafael, CA Met Div",2015,August,"138,781","133,977","4,804",3.5%,Unknown,Unknown
"San Rafael, CA Met Div",2015,September,"138,634","133,885","4,749",3.4%,Unknown,Unknown
"San Rafael, CA Met Div",2015,October,"138,545","133,837","4,708",3.4%,Unknown,Unknown
"San Rafael, CA Met Div",2015,November,"138,526","133,837","4,689",3.4%,Unknown,Unknown
"San Rafael, CA Met Div",2015,December,"138,548","133,866","4,682",3.4%,Unknown,Unknown
"San Rafael, CA Met Div",2016,January,"131,616","126,935","4,681",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2016,February,"131,689","127,000","4,689",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2016,March,"131,791","127,097","4,694",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2016,April,"131,903","127,209","4,694",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2016,May,"132,022","127,328","4,694",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2016,June,"132,114","127,422","4,692",3.6%,Unknown,Unknown
"San Rafael, CA Met Div",2016,July,"132,155","127,473","4,682",3.5%,Unknown,Unknown
"San Rafael, CA Met Div",2016,August,"132,139","127,470","4,669",3.5%,Unknown,Unknown
"San Rafael, CA Met Div",2016,September,"132,081","127,418","4,663",3.5%,Unknown,Unknown
"San Rafael, CA Met Div",2016,October,"132,005","127,354","4,651",3.5%,Unknown,Unknown
